Percentage correct;Difference Correctly identified;Algorithm used
0.159011165;0.159011165;Match1
0.451581035;0.0899550608333333333333333333333333333333333333333333333333333333;Match2
0.4000947566666666666666666666666666666666666666666666666666666666;0.0797244723333333333333333333333333333333333333333333333333333333;Match3
0.5839513095;0.37855222;Match4
